,distance,complete_post_catalog_id,img_id,label,coord_x,coord_y,elevation
49,4682.806757,105001000B95E100,49,Damaged,-95.554905,29.761753,20.72771454
50,4618.178402,105001000B95E100,50,Damaged,-95.55461,29.762819,20.68181419
51,4578.258306,105001000B95E100,51,Damaged,-95.554921,29.763057,20.77450371
52,4546.39916,105001000B95E100,52,Damaged,-95.555591,29.762885,20.72770882
53,4505.178121,105001000B95E100,53,Damaged,-95.55454,29.764342,20.89341736
54,4369.657663,105001000B95E100,54,Damaged,-95.555479,29.765255,21.40937614
55,4387.771721,105001000B95E100,55,Damaged,-95.555237,29.765241,21.01559067
56,4477.988489,105001000B95E100,56,Damaged,-95.555264,29.76404,20.65318298
57,4323.51377,105001000B95E100,57,Damaged,-95.555843,29.765525,20.8796978
58,4348.072954,105001000B95E100,58,Damaged,-95.556632,29.764501,20.96353149
59,4473.28362,105001000B95E100,59,Damaged,-95.555822,29.763611,21.14159966
60,4235.642684,105001000B95E100,60,Damaged,-95.558354,29.764459,20.71897507
61,4254.821868,105001000B95E100,61,Damaged,-95.558139,29.764398,20.5241394
62,49197.37842,105001000B95E200,62,Damaged,-95.279716,29.439794,12.79360676
63,66179.47878,105001000B95E200,63,Damaged,-95.014443,29.467989,0.625859916
64,53010.167,105001000B95E200,64,Damaged,-95.158247,29.496399,3.555470705
65,53693.14703,105001000B95E200,65,Damaged,-95.141807,29.505011,2.437016487
66,53361.3469,105001000B95E200,66,Damaged,-95.150573,29.499838,2.385267496
67,66266.52017,105001000B95E200,67,Damaged,-95.013922,29.467251,0.67434907
68,39825.46894,105001000B95E200,68,Damaged,-95.334945,29.509298,16.39468575
69,53154.80439,105001000B95E200,69,Damaged,-95.315073,29.376486,9.374988556
70,53259.09737,105001000B95E200,70,Damaged,-95.318742,29.373582,8.597245216
71,46979.93485,105001000B95E200,71,Damaged,-95.199711,29.53842,7.19610548
72,33559.9105,105001000B95E200,72,Damaged,-95.324401,29.595954,13.78790283
73,47195.77918,105001000B95E200,73,Damaged,-95.199829,29.535064,7.973502159
74,48378.63043,105001000B95E200,74,Damaged,-95.189851,29.528908,5.375889778
75,33410.96963,105001000B95E200,75,Damaged,-95.326247,29.596136,14.44062805
76,33345.85143,105001000B95E200,76,Damaged,-95.326858,29.596416,14.29009056
77,48853.24283,105001000B95E200,77,Damaged,-95.186016,29.526245,5.534267426
78,53455.90613,105001000B95E200,78,Damaged,-95.144119,29.505878,2.016407251
79,56637.71757,105001000B95E200,79,Damaged,-95.167632,29.437432,6.659015656
80,57374.84659,105001000B95E200,80,Damaged,-95.162836,29.432209,5.73591423
81,55404.82138,105001000B95E200,81,Damaged,-95.118998,29.506254,3.212066174
82,55488.84278,105001000B95E200,82,Damaged,-95.117442,29.506874,2.32609272
83,51472.11316,105001000B95E200,83,Damaged,-95.25954,29.427514,11.75292778
84,33796.89916,105001000B95E200,84,Damaged,-95.323026,29.59407,14.14094734
85,32917.47998,105001000B95E200,85,Damaged,-95.337276,29.591978,14.50929546
86,35609.51793,105001000B95E200,86,Damaged,-95.286808,29.608081,13.05908775
87,35746.58288,105001000B95E200,87,Damaged,-95.28346,29.61011,12.48306751
88,51298.81288,105001000B95E200,88,Damaged,-95.166092,29.512712,6.724906921
89,46101.99822,105001000B95E200,89,Damaged,-95.310057,29.454873,14.29229641
90,57811.14255,105001000B95E200,90,Damaged,-95.117969,29.471135,7.404983044
91,50376.71317,105001000B95E200,91,Damaged,-95.335023,29.395403,11.14566135
92,50913.13517,105001000B95E200,92,Damaged,-95.333097,29.390804,10.81571293
93,57876.91755,105001000B95E200,93,Damaged,-95.118081,29.470053,7.172370911
94,36065.71886,105001000B95E200,94,Damaged,-95.286668,29.601202,12.99035931
95,35650.17526,105001000B95E200,95,Damaged,-95.283865,29.611129,13.69941139
96,35718.8387,105001000B95E200,96,Damaged,-95.2835,29.6105,12.70772076
97,35727.17145,105001000B95E200,97,Damaged,-95.283506,29.61036,12.56740856
98,35716.24539,105001000B95E200,98,Damaged,-95.283632,29.610374,12.62518597
99,35736.33621,105001000B95E200,99,Damaged,-95.28338,29.610374,12.57325649
100,35693.72428,105001000B95E200,100,Damaged,-95.283613,29.610756,13.48698139
101,35632.17989,105001000B95E200,101,Damaged,-95.284388,29.610752,13.56032944
102,35652.81385,105001000B95E200,102,Damaged,-95.28401,29.610903,13.24395943
103,35678.57259,105001000B95E200,103,Damaged,-95.28368,29.610912,13.29894066
104,35692.42448,105001000B95E200,104,Damaged,-95.283519,29.610896,13.28283024
105,35705.34618,105001000B95E200,105,Damaged,-95.28335,29.610905,13.30264568
106,35697.87123,105001000B95E200,106,Damaged,-95.283262,29.611136,13.68568516
107,35662.39628,105001000B95E200,107,Damaged,-95.283704,29.611139,13.66457272
108,35625.62363,105001000B95E200,108,Damaged,-95.284053,29.611281,13.33192158
109,35448.56653,105001000B95E200,109,Damaged,-95.301249,29.593708,13.41916466
110,36834.73821,105001000B95E200,110,Damaged,-95.282055,29.594982,13.05425739
111,36882.10522,105001000B95E200,111,Damaged,-95.281529,29.594884,12.75630283
112,35393.25296,105001000B95E200,112,Damaged,-95.28942,29.608235,13.21765041
113,35421.87998,105001000B95E200,113,Damaged,-95.289063,29.608228,13.1988039
114,35382.11555,105001000B95E200,114,Damaged,-95.289369,29.608471,13.15105152
115,35419.04172,105001000B95E200,115,Damaged,-95.28886,29.608522,13.08739948
116,35379.66845,105001000B95E200,116,Damaged,-95.289222,29.60869,13.15729523
117,35362.47447,105001000B95E200,117,Damaged,-95.289447,29.608681,13.13083076
118,35397.14926,105001000B95E200,118,Damaged,-95.288991,29.608702,13.21246338
119,35409.11171,105001000B95E200,119,Damaged,-95.288838,29.608704,13.18608189
120,35395.35927,105001000B95E200,120,Damaged,-95.289549,29.608044,13.08183575
121,35421.90683,105001000B95E200,121,Damaged,-95.289197,29.608063,13.07262039
122,35457.56343,105001000B95E200,122,Damaged,-95.288755,29.608051,13.22426987
123,35395.81305,105001000B95E200,123,Damaged,-95.289785,29.607748,13.26366234
124,35440.45496,105001000B95E200,124,Damaged,-95.289396,29.607531,13.16211414
125,35527.02256,105001000B95E200,125,Damaged,-95.287315,29.608744,13.26996613
126,35565.93419,105001000B95E200,126,Damaged,-95.286818,29.608751,13.1878624
127,35603.63221,105001000B95E200,127,Damaged,-95.286716,29.608287,13.13631916
128,35534.44241,105001000B95E200,128,Damaged,-95.287789,29.608042,13.18113804
129,44684.12316,105001000B95E200,129,Damaged,-95.215236,29.554869,8.958947182
130,34330.29588,105001000B95E200,130,Damaged,-95.313415,29.596607,14.04850197
131,37041.75643,105001000B95E200,131,Damaged,-95.271149,29.605136,13.04711056
132,36833.75839,105001000B95E200,132,Damaged,-95.273142,29.605913,12.74668503
133,36942.44221,105001000B95E200,133,Damaged,-95.272616,29.604849,12.84873486
134,51497.3145,105001000B95E200,134,Damaged,-95.169367,29.506101,3.933079481
135,51269.84271,105001000B95E200,135,Damaged,-95.171475,29.507077,3.157875776
136,47705.16565,105001000B95E200,136,Damaged,-95.193743,29.534474,5.80439949
137,66181.27414,105001000B95E200,137,Damaged,-95.014494,29.467891,0.701348841
138,66429.28753,105001000B95E200,138,Damaged,-95.019053,29.457858,1.323399305
139,47270.26431,105001000B95E200,139,Damaged,-95.196876,29.537358,7.234342098
140,33539.48649,105001000B95E200,140,Damaged,-95.324316,29.596325,14.03771687
141,33595.60462,105001000B95E200,141,Damaged,-95.326129,29.593708,14.19137287
142,46172.24734,105001000B95E200,142,Damaged,-95.300007,29.460576,14.19265938
143,53109.95404,105001000B95E200,143,Damaged,-95.320067,29.374474,8.631734848
144,46957.22037,105001000B95E200,144,Damaged,-95.202052,29.536065,7.463690281
145,53193.25087,105001000B95E200,145,Damaged,-95.319359,29.37396,8.778812408
146,55563.07237,105001000B95E200,146,Damaged,-95.098031,29.531521,1.405842304
147,33709.0418,105001000B95E200,147,Damaged,-95.329197,29.589132,14.31719494
148,55415.58702,105001000B95E200,148,Damaged,-95.098946,29.532761,1.484001994
149,32795.40026,105001000B95E200,149,Damaged,-95.335962,29.594884,14.57722378
150,32801.87902,105001000B95E200,150,Damaged,-95.335275,29.595467,14.62220097
151,45995.62505,105001000B95E200,151,Damaged,-95.301914,29.461312,13.81179237
152,45953.44545,105001000B95E200,152,Damaged,-95.301646,29.461966,14.38506985
153,53139.2569,105001000B95E200,153,Damaged,-95.320662,29.37388,8.301288605
154,59196.10722,105001000B95E200,154,Damaged,-95.113623,29.455912,5.520392418
155,59276.12127,105001000B95E200,155,Damaged,-95.112823,29.455628,5.398303986
156,46082.59681,105001000B95E200,156,Damaged,-95.298717,29.462452,14.14248466
157,53476.85385,105001000B95E200,157,Damaged,-95.317404,29.371987,8.255634308
158,59339.57016,105001000B95E200,158,Damaged,-95.112716,29.454838,5.390333176
159,43347.60697,105001000B95E200,159,Damaged,-95.283535,29.505884,12.70839214
160,35279.07616,105001000B95E200,160,Damaged,-95.290348,29.608872,13.24105453
161,35368.99706,105001000B95E200,161,Damaged,-95.289501,29.608513,13.07334995
162,35336.97596,105001000B95E200,162,Damaged,-95.289774,29.608676,13.0983181
163,35380.63731,105001000B95E200,163,Damaged,-95.289597,29.608214,13.14512348
164,35587.38237,105001000B95E200,164,Damaged,-95.286931,29.608275,13.20921612
165,35441.065,105001000B95E200,165,Damaged,-95.289211,29.607748,13.37184525
166,35598.06053,105001000B95E200,166,Damaged,-95.30031,29.592575,13.33010483
167,57119.11588,105001000B95E200,167,Damaged,-95.165322,29.433281,6.5598526
168,57449.63941,105001000B95E200,168,Damaged,-95.162474,29.431567,5.647907257
169,56884.26721,105001000B95E200,169,Damaged,-95.168876,29.433132,6.533942223
170,35715.40234,105001000B95E200,170,Damaged,-95.283213,29.610919,13.3059206
171,35660.79508,105001000B95E200,171,Damaged,-95.284018,29.610766,13.61865425
172,35708.88207,105001000B95E200,172,Damaged,-95.283423,29.610756,13.43170547
173,53628.54391,105001000B95E200,173,Damaged,-95.142204,29.505521,1.672825575
174,51659.3428,105001000B95E200,174,Damaged,-95.169099,29.504041,3.516037226
175,50183.54223,105001000B95E200,175,Damaged,-95.177497,29.516248,3.227923393
176,37877.04116,105001000B95E200,176,Damaged,-95.270301,29.593086,12.36571884
177,36888.15721,105001000B95E200,177,Damaged,-95.281572,29.594742,12.86242104
178,37040.38709,105001000B95E200,178,Damaged,-95.279432,29.594959,13.34286499
179,37166.24625,105001000B95E200,179,Damaged,-95.278259,29.594436,12.75705242
180,37240.33412,105001000B95E200,180,Damaged,-95.27709,29.594697,12.22538567
181,42622.74744,105001000B95E200,181,Damaged,-95.237647,29.559739,10.37897587
182,42484.72944,105001000B95E200,182,Damaged,-95.239278,29.559926,10.9269495
183,36843.53824,105001000B95E200,183,Damaged,-95.281261,29.595784,13.01026917
184,42185.49865,105001000B95E200,184,Damaged,-95.240455,29.563024,10.79456425
185,37164.13993,105001000B95E200,185,Damaged,-95.269851,29.60484,12.7522068
186,37247.98462,105001000B95E200,186,Damaged,-95.269156,29.604388,13.1294775
187,37082.3852,105001000B95E200,187,Damaged,-95.271237,29.604374,12.86845493
188,37074.11315,105001000B95E200,188,Damaged,-95.270712,29.605178,12.83681679
189,37090.33073,105001000B95E200,189,Damaged,-95.270497,29.605194,12.77979851
190,37123.93668,105001000B95E200,190,Damaged,-95.270079,29.605192,12.80447674
191,36990.71955,105001000B95E200,191,Damaged,-95.272277,29.604511,12.79832554
192,36960.22925,105001000B95E200,192,Damaged,-95.271815,29.605588,13.05367374
193,37437.33377,105001000B95E200,193,Damaged,-95.266768,29.604422,13.37521839
194,37392.5794,105001000B95E200,194,Damaged,-95.267304,29.60445,13.21916771
195,37319.99749,105001000B95E200,195,Damaged,-95.268216,29.604441,13.16125298
196,37161.32083,105001000B95E200,196,Damaged,-95.270238,29.604389,12.77573204
197,66220.84515,105001000B95E200,197,Damaged,-95.01549,29.46591,0.863330364
198,66310.33549,105001000B95E200,198,Damaged,-95.013655,29.466886,0.737411618
199,36709.85523,105001000B95E200,199,Damaged,-95.274262,29.606462,13.11840057
200,52959.41171,105001000B95E200,200,Damaged,-95.319785,29.37617,9.205149651
201,36492.9356,105001000B95E200,201,Damaged,-95.28572,29.595847,13.29046345
202,35658.25379,105001000B95E200,202,Damaged,-95.283623,29.611308,13.16578102
203,35669.84287,105001000B95E200,203,Damaged,-95.283617,29.611131,13.70608521
204,34986.81311,105001000B95E200,204,Damaged,-95.306459,29.594694,13.50250721
205,34926.19058,105001000B95E200,205,Damaged,-95.307408,29.59454,13.43061066
206,56955.88941,105001000B95E200,206,Damaged,-95.166814,29.434051,6.425509453
207,57278.11502,105001000B95E200,207,Damaged,-95.16367,29.43271,6.46285677
208,34225.5854,105001000B95E200,208,Damaged,-95.314205,29.597255,13.85328197
209,33656.00965,105001000B95E200,209,Damaged,-95.325867,29.593141,14.09428787
210,36814.00458,105001000B95E200,210,Damaged,-95.273563,29.605691,12.73048496
211,44464.46559,105001000B95E200,211,Damaged,-95.21692,29.556212,9.017162323
212,35566.96278,105001000B95E200,212,Damaged,-95.287202,29.608259,13.18718529
213,190021.2015,1.04E+12,213,Damaged,-96.894932,28.480066,12.60787678
214,35515.51097,105001000B95E200,214,Damaged,-95.287626,29.608539,13.15606022
215,35366.26571,105001000B95E200,215,Damaged,-95.290246,29.607643,13.15880966
216,35320.33559,105001000B95E200,216,Damaged,-95.290396,29.608172,13.30008411
217,35310.30229,105001000B95E200,217,Damaged,-95.290386,29.60834,13.27879238
218,169928.5151,1.04E+12,218,Damaged,-96.936996,28.765817,24.5577774
219,35411.92139,105001000B95E200,219,Damaged,-95.289326,29.60806,13.06839085
220,35409.93172,105001000B95E200,220,Damaged,-95.288994,29.608499,13.09648514
221,173084.5937,1.04E+12,221,Damaged,-96.989186,28.774671,25.19470787
222,187349.8876,1.04E+12,222,Damaged,-96.868028,28.491685,2.162861347
223,173376.6621,1.04E+12,223,Damaged,-96.984083,28.765523,13.61483765
224,172510.832,1.04E+12,224,Damaged,-96.978829,28.77209,23.49223518
225,187042.4607,1.04E+12,225,Damaged,-96.880251,28.504252,2.151333332
226,37885.90097,105001000B95E200,226,Damaged,-95.26962,29.593774,12.13314438
227,194182.2715,1.04E+12,227,Damaged,-96.965414,28.483973,14.59450531
228,36976.73189,105001000B95E200,228,Damaged,-95.271594,29.605607,12.96160126
229,172188.8335,1.04E+12,229,Damaged,-96.986706,28.784498,24.10105515
230,172211.3679,1.04E+12,230,Damaged,-96.942052,28.740242,16.88250351
231,35779.55104,105001000B95E200,231,Damaged,-95.298741,29.591668,12.89613819
232,172386.6305,1.04E+12,232,Damaged,-96.932892,28.729322,22.13804054
233,172554.3529,1.04E+12,233,Damaged,-96.935566,28.729613,22.47056961
234,36930.15659,105001000B95E200,234,Damaged,-95.280644,29.595199,13.33548355
235,36775.76843,105001000B95E200,235,Damaged,-95.282084,29.59584,12.82441044
236,174859.5184,1.04E+12,236,Damaged,-96.883593,28.654169,17.05807114
237,36893.71416,105001000B95E200,237,Damaged,-95.280759,29.595616,12.77219009
238,172773.3742,1.04E+12,238,Damaged,-96.937229,28.728287,22.52466965
239,172357.0743,1.04E+12,239,Damaged,-96.998528,28.794356,25.09351158
240,168379.1227,1.04E+12,240,Damaged,-96.967511,28.817634,29.40446472
241,33137.07554,105001000B95E200,241,Damaged,-95.334943,29.591273,14.25697136
242,33099.6677,105001000B95E200,242,Damaged,-95.335334,29.591399,14.43249416
243,187280.0507,1.04E+12,243,Damaged,-96.866099,28.491101,2.002176046
244,162053.0082,1.04E+12,244,Damaged,-96.870376,28.806945,23.14215279
245,187625.6559,1.04E+12,245,Damaged,-96.862344,28.484364,2.04382205
246,187270.9413,1.04E+12,246,Damaged,-96.863943,28.489647,2.156051159
247,166117.0326,1.04E+12,247,Damaged,-96.903815,28.784806,24.14285851
248,176776.7386,1.04E+12,248,Damaged,-96.899314,28.643487,17.95892906
249,190297.2969,1.04E+12,249,Damaged,-96.946035,28.515636,4.723077297
250,183457.3145,1.04E+12,250,Damaged,-96.968962,28.619098,7.466277122
251,171846.2218,1.04E+12,251,Damaged,-96.995092,28.797915,26.49509048
252,173385.608,1.04E+12,252,Damaged,-96.989645,28.770998,14.87128258
253,172573.5179,1.04E+12,253,Damaged,-96.934568,28.72843,22.44144821
254,165598.2484,1.04E+12,254,Damaged,-96.87229,28.762067,21.08466339
255,172735.3254,1.04E+12,255,Damaged,-96.936507,28.728113,22.77398491
256,191429.3044,1.04E+12,256,Damaged,-96.951799,28.506496,5.124945641
257,191292.9072,1.04E+12,257,Damaged,-96.95178,28.508127,4.876960278
258,175435.7709,1.04E+12,258,Damaged,-96.999344,28.752682,12.77258205
259,189036.7768,1.04E+12,259,Damaged,-96.980796,28.559224,18.8846283
260,192709.563,1.04E+12,260,Damaged,-96.959666,28.497219,14.25839138
261,36865.42354,105001000B95E200,261,Damaged,-95.273016,29.605568,12.67747116
262,36846.39999,105001000B95E200,262,Damaged,-95.273236,29.605591,12.74202919
263,37052.85825,105001000B95E200,263,Damaged,-95.271594,29.60439,12.89389992
264,37001.49176,105001000B95E200,264,Damaged,-95.271873,29.604854,13.02334976
265,37058.99833,105001000B95E200,265,Damaged,-95.270932,29.605138,12.88259125
266,37142.61536,105001000B95E200,266,Damaged,-95.269835,29.605206,12.78988552
267,170075.0079,1.04E+12,267,Damaged,-96.938227,28.765045,24.63368416
268,33719.09169,105001000B95E200,268,Damaged,-95.32966,29.588548,14.39255524
269,196276.0885,1.04E+12,269,Damaged,-96.982666,28.472229,15.63216877
270,175172.3,1.04E+12,270,Damaged,-96.950278,28.708958,17.91967392
271,36822.98408,105001000B95E200,271,Damaged,-95.272933,29.606353,13.09676647
272,36886.39209,105001000B95E200,272,Damaged,-95.272477,29.605922,13.08062172
273,36939.90074,105001000B95E200,273,Damaged,-95.271814,29.605915,13.18469429
274,36959.04069,105001000B95E200,274,Damaged,-95.271575,29.605915,13.2115221
275,174382.6822,1.04E+12,275,Damaged,-96.950034,28.719092,13.40200329
276,174297.2055,1.04E+12,276,Damaged,-96.949438,28.719659,12.9849081
277,174264.5402,1.04E+12,277,Damaged,-96.949886,28.720508,12.84453869
278,36246.44442,105001000B95E200,278,Damaged,-95.277184,29.610141,13.24987221
279,172533.2327,1.04E+12,279,Damaged,-96.946901,28.740578,16.36540604
280,175053.5782,1.04E+12,280,Damaged,-96.951142,28.711315,17.1689167
281,169577.7628,1.04E+12,281,Damaged,-96.880908,28.718485,19.52817154
282,46057.565,105001000B95E200,282,Damaged,-95.302747,29.460065,14.0316906
283,45973.05338,105001000B95E200,283,Damaged,-95.29969,29.463045,13.87697411
284,46076.30479,105001000B95E200,284,Damaged,-95.3037,29.459231,14.03790092
285,166578.4608,1.04E+12,285,Damaged,-96.946509,28.820966,29.10930824
286,166706.1445,1.04E+12,286,Damaged,-96.947639,28.820357,29.0436306
287,42600.40681,105001000B95E200,287,Damaged,-95.237471,29.560272,10.42618465
288,174999.2477,1.04E+12,288,Damaged,-96.950524,28.711453,17.42134476
289,42505.00846,105001000B95E200,289,Damaged,-95.238286,29.560757,10.31440163
290,42462.2597,105001000B95E200,290,Damaged,-95.239005,29.56057,10.53908253
291,52114.48115,105001000B95E200,291,Damaged,-95.290627,29.400714,10.26681328
292,51934.16891,105001000B95E200,292,Damaged,-95.291228,29.402317,10.50300884
293,166439.5059,1.04E+12,293,Damaged,-96.889225,28.766724,22.56714821
294,185439.5361,1.04E+12,294,Damaged,-97.00144,28.622429,21.8990078
295,43042.64176,105001000B95E200,295,Damaged,-95.234759,29.556807,9.981573105
296,43174.44159,105001000B95E200,296,Damaged,-95.233536,29.556247,9.648062706
297,163264.9346,1.04E+12,297,Damaged,-96.880377,28.800369,23.87536049
298,44664.00251,105001000B95E200,298,Damaged,-95.215909,29.554376,8.686401367
299,44717.92533,105001000B95E200,299,Damaged,-95.215356,29.554212,10.04432297
300,163202.3647,1.04E+12,300,Damaged,-96.880068,28.800907,23.43030739
301,163262.872,1.04E+12,301,Damaged,-96.88053,28.800543,23.97465324
302,174055.213,1.04E+12,302,Damaged,-96.941513,28.715459,12.94335842
303,193893.9915,1.04E+12,303,Damaged,-96.979228,28.498325,17.44971275
304,178924.6781,1.04E+12,304,Damaged,-96.977779,28.685326,9.748955727
305,47613.31458,105001000B95E200,305,Damaged,-95.194365,29.535129,6.098246574
306,47714.55275,105001000B95E200,306,Damaged,-95.193174,29.534994,5.560218334
307,183979.4272,1.04E+12,307,Damaged,-96.995924,28.636262,4.851881981
308,172296.1913,1.04E+12,308,Damaged,-96.985863,28.782155,24.21503067
309,189419.0463,1.04E+12,309,Damaged,-96.873329,28.4714,11.09145164
310,171902.1894,1.04E+12,310,Damaged,-96.987228,28.789,25.17511749
311,187977.5757,1.04E+12,311,Damaged,-96.862559,28.480427,2.149873495
312,195232.0493,1.04E+12,312,Damaged,-96.987901,28.488978,17.82030487
313,187470.9036,1.04E+12,313,Damaged,-96.862489,28.486269,1.731630206
314,187459.1107,1.04E+12,314,Damaged,-96.862615,28.486497,1.858397484
315,142737.4356,1.04E+12,315,Damaged,-96.862884,29.079059,35.80200958
316,171073.8723,1.04E+12,316,Damaged,-96.977661,28.790662,24.77091789
317,188571.1067,1.04E+12,317,Damaged,-96.879504,28.485761,11.62508106
318,190825.7906,1.04E+12,318,Damaged,-96.887852,28.465488,11.77027035
319,190806.4406,1.04E+12,319,Damaged,-96.885068,28.463703,11.78928089
320,163430.2454,1.04E+12,320,Damaged,-96.918521,28.835865,28.89928246
321,191780.0232,1.04E+12,321,Damaged,-96.89757,28.461397,11.99549675
322,49310.2845,105001000B95E200,322,Damaged,-95.184945,29.520704,2.897040844
323,177133.2627,1.04E+12,323,Damaged,-96.901758,28.641098,18.29383278
324,167705.5806,1.04E+12,324,Damaged,-96.935609,28.794464,26.35186768
325,190171.975,1.04E+12,325,Damaged,-96.884811,28.470913,12.51056862
326,198219.0849,1.04E+12,326,Damaged,-96.895734,28.385716,7.156418324
327,53269.05846,105001000B95E200,327,Damaged,-95.149902,29.50197,0.046691928
328,53383.25416,105001000B95E200,328,Damaged,-95.149334,29.500924,1.856235027
329,53740.14304,105001000B95E200,329,Damaged,-95.141582,29.504565,2.209966898
330,53836.5662,105001000B95E200,330,Damaged,-95.140954,29.503846,2.647403002
331,194471.4312,1.04E+12,331,Damaged,-96.970845,28.48473,14.60420132
332,191985.9715,1.04E+12,332,Damaged,-96.999043,28.53784,20.2672596
333,191834.8194,1.04E+12,333,Damaged,-96.891489,28.456357,9.366510391
334,55490.25833,105001000B95E200,334,Damaged,-95.098468,29.532154,1.442684889
335,55466.21415,105001000B95E200,335,Damaged,-95.098618,29.532355,1.794094682
336,55778.66565,105001000B95E200,336,Damaged,-95.0929,29.535164,0.148484007
337,193083.1449,1.04E+12,337,Damaged,-96.861009,28.420548,8.806256294
338,59185.82326,105001000B95E200,338,Damaged,-95.112893,29.456842,5.613860607
339,197616.4389,1.04E+12,339,Damaged,-96.906279,28.399942,8.232853889
340,197630.5356,1.04E+12,340,Damaged,-96.906585,28.399994,8.267435074
341,176427.1821,1.04E+12,341,Damaged,-96.89296,28.64251,17.22731018
342,158005.7723,1.04E+12,342,Damaged,-96.865898,28.857168,22.579422
343,175667.823,1.04E+12,343,Damaged,-96.89259,28.651657,17.59584999
344,169766.1973,1.04E+12,344,Damaged,-96.876445,28.712145,19.84474945
345,175858.4718,1.04E+12,345,Damaged,-96.887524,28.645036,17.09139824
346,56431.05892,105001000B95E200,346,Damaged,-95.169005,29.438871,7.183204174
347,175728.3373,1.04E+12,347,Damaged,-96.887231,28.646408,17.05861664
348,187246.9985,1.04E+12,348,Damaged,-96.864178,28.490096,1.880026102
349,170314.4117,1.04E+12,349,Damaged,-96.959738,28.782972,27.30040741
